,playerid,Name,Team,pr,rank,adp,R,HR,RBI,RC,AVG,OPS,IP,QS,SO,WHIP,ERA,SVHD
1449,sa918274,Graham Ashcraft,CIN,-4.143416218,679,NA,NA,NA,NA,NA,NA,NA,-1.073043764,-0.571098736,-1.036352954,-0.723664869,-0.333868094,-0.405387802
371,15068,Yency Almonte,LAD,-4.155921392,680,NA,NA,NA,NA,NA,NA,NA,-0.619062685,-0.571098736,-0.629847439,-0.901537944,-1.028986788,-0.405387802
49,10953,Phil Gosselin,,-4.158147022,440,NA,-0.999740084,-0.887113657,-1.00495419,-0.988947883,0.239788948,-0.517180157,NA,NA,NA,NA,NA,NA
721,18721,Guillermo Heredia,ATL,-4.165011876,441,NA,-0.517665482,-0.786579471,-0.725676124,-0.64319198,-0.663575081,-0.828323739,NA,NA,NA,NA,NA,NA
477,16279,Sam Clay,WSN,-4.165386568,681,NA,NA,NA,NA,NA,NA,NA,-0.943334884,-0.571098736,-0.972167873,-1.701966778,0.031983851,-0.008802148
1051,21541,Reiss Knehr,SDP,-4.165431407,682,NA,NA,NA,NA,NA,NA,NA,-0.964953031,-0.571098736,-1.014957927,-0.190045646,-0.754597829,-0.669778238
649,17969,Peter Lambert,COL,-4.166375996,683,NA,NA,NA,NA,NA,NA,NA,0.37537206,0.141822364,-0.052181706,-1.524093704,-2.437516773,-0.669778238
1388,sa3008423,Simeon Woods Richardson,MIN,-4.167028868,684,NA,NA,NA,NA,NA,NA,NA,-0.878480444,-0.571098736,-0.84379771,-0.723664869,-0.480208871,-0.669778238
566,17237,Austin Brice,,-4.168319209,685,NA,NA,NA,NA,NA,NA,NA,-0.964953031,-0.571098736,-0.972167873,-0.36791872,-0.754597829,-0.53758302
1366,sa3005362,Ray Kerr,SDP,-4.168766043,686,NA,NA,NA,NA,NA,NA,NA,-1.029807471,-0.571098736,-0.9935629,-0.812601406,-0.22411251,-0.53758302
454,15958,Travis Demeritte,ATL,-4.196208569,442,NA,-1.171909585,-0.887113657,-1.144593222,-1.124275891,-0.528070476,0.659754263,NA,NA,NA,NA,NA,NA
1358,sa3004693,Heliot Ramos,SFG,-4.199868073,443,NA,-0.896438383,-0.786579471,-0.900224915,-0.892136337,-0.166724865,-0.557764102,NA,NA,NA,NA,NA,NA
819,19531,Jason Foley,DET,-4.202921658,687,NA,NA,NA,NA,NA,NA,NA,-0.727153418,-0.571098736,-0.801007656,-1.701966778,-0.260697705,-0.140997366
179,12976,Austin Hedges,CLE,-4.216383154,444,NA,-0.17332648,0.118228203,0.007428797,-0.361057315,-2.154125728,-1.653530631,NA,NA,NA,NA,NA,NA
798,19392,Zach McKinstry,LAD,-4.226445947,445,NA,-0.862004483,-0.887113657,-0.830405399,-0.899736947,-0.257061268,-0.490124193,NA,NA,NA,NA,NA,NA
663,18042,Dylan Moore,SEA,-4.232011988,446,NA,-0.483231581,-0.384442727,-0.551127334,-0.611923499,-1.521770908,-0.679515939,NA,NA,NA,NA,NA,NA
1152,2882,Luis Avilán,WSN,-4.235253119,688,NA,NA,NA,NA,NA,NA,NA,-0.856862298,-0.571098736,-0.84379771,-0.634728332,-0.791183024,-0.53758302
1387,sa3008386,Logan Gillaspie,,-4.235316952,689,NA,NA,NA,NA,NA,NA,NA,-1.09466191,-0.571098736,-1.079143008,-0.545791795,-0.407038482,-0.53758302
959,20206,Mike Baumann,BAL,-4.24172462,690,NA,NA,NA,NA,NA,NA,NA,-0.640680831,-0.571098736,-0.69403252,-0.901537944,-1.028986788,-0.405387802
1026,21127,Alejo Lopez,CIN,-4.254581328,447,NA,-1.137475685,-1.088182029,-1.144593222,-1.108373655,0.781807365,-0.557764102,NA,NA,NA,NA,NA,NA
246,13699,Jake Faria,MIN,-4.256327498,691,NA,NA,NA,NA,NA,NA,NA,-1.008189324,-0.571098736,-0.972167873,-0.723664869,-0.443623677,-0.53758302
1011,20631,Jordan Holloway,,-4.257713743,692,NA,NA,NA,NA,NA,NA,NA,-0.554208245,-0.571098736,-0.565662357,-1.790903316,-0.370453288,-0.405387802
382,15145,Justin Topa,MIL,-4.27279818,693,NA,NA,NA,NA,NA,NA,NA,-0.921716737,-0.571098736,-0.929377818,-0.101109109,-1.21191276,-0.53758302
1054,21560,Alfonso Rivas,CHC,-4.2797798,448,NA,-0.965306184,-0.987647843,-0.970044431,-0.934941804,0.149452545,-0.571292084,NA,NA,NA,NA,NA,NA
941,20056,Alan Trejo,COL,-4.291161554,449,NA,-1.068607884,-0.887113657,-1.039863948,-1.013375815,0.059116142,-0.341316393,NA,NA,NA,NA,NA,NA
963,20237,Tyler Ivey,,-4.291815332,694,NA,NA,NA,NA,NA,NA,NA,-1.09466191,-0.571098736,-1.079143008,-0.634728332,-0.242405108,-0.669778238
1419,sa856254,Ryan Mason,MIN,-4.312634378,695,NA,NA,NA,NA,NA,NA,NA,-1.09466191,-0.571098736,-1.079143008,-0.545791795,-0.352160691,-0.669778238
378,15124,Tim Locastro,NYY,-4.316917114,450,NA,-0.793136683,-0.887113657,-0.935134673,-0.86881928,-0.166724865,-0.665987957,NA,NA,NA,NA,NA,NA
1169,3353,Matt Joyce,PHI,-4.32054437,451,NA,-0.896438383,-0.786579471,-0.935134673,-0.873364133,-0.663575081,-0.165452629,NA,NA,NA,NA,NA,NA
1068,21850,Mason Thompson,WSN,-4.328005048,696,NA,NA,NA,NA,NA,NA,NA,-0.683917125,-0.571098736,-0.69403252,-1.524093704,-0.846060815,-0.008802148
98,11812,Alberto Baldonado,WSN,-4.33257793,697,NA,NA,NA,NA,NA,NA,NA,-1.051425617,-0.571098736,-0.9935629,-0.812601406,-0.498501468,-0.405387802
1167,3298,Charlie Culberson,,-4.338736116,452,NA,-0.793136683,-0.786579471,-0.795495641,-0.796971424,-0.257061268,-0.90949163,NA,NA,NA,NA,NA,NA
1178,4026,Héctor Santiago,,-4.350508434,698,NA,NA,NA,NA,NA,NA,NA,-0.921716737,-0.571098736,-0.865192737,-0.901537944,-0.55337926,-0.53758302
146,12664,Jerad Eickhoff,PIT,-4.353507065,699,NA,NA,NA,NA,NA,NA,NA,-0.662298978,-0.571098736,-0.758217601,-0.278982183,-1.413131329,-0.669778238
135,1246,Matt Bush,TEX,-4.355806325,700,NA,NA,NA,NA,NA,NA,NA,-0.878480444,-0.571098736,-0.84379771,-0.723664869,-1.065571982,-0.273192584
216,13403,Félix Peña,NYM,-4.362373792,701,NA,NA,NA,NA,NA,NA,NA,-1.029807471,-0.571098736,-1.014957927,-0.545791795,-0.663134843,-0.53758302
989,20385,Isaac Mattson,BAL,-4.375880132,702,NA,NA,NA,NA,NA,NA,NA,-0.813626004,-0.571098736,-0.822402683,-0.990474481,-0.772890427,-0.405387802
1424,sa873437,Elvin Rodriguez,,-4.396048796,703,NA,NA,NA,NA,NA,NA,NA,-1.073043764,-0.571098736,-1.057747981,-0.456855258,-0.699720038,-0.53758302
831,19608,Otto Lopez,TOR,-4.40117335,453,NA,-1.103041784,-0.987647843,-1.109683464,-1.095362916,0.601134559,-0.706571902,NA,NA,NA,NA,NA,NA
232,13593,José Peraza,NYY,-4.412044988,454,NA,-1.068607884,-0.987647843,-1.074773706,-1.035489352,0.420461753,-0.665987957,NA,NA,NA,NA,NA,NA
528,16725,Jose Trevino,TEX,-4.421540629,455,NA,-0.724268883,-0.686045285,-0.655856608,-0.719697062,-0.347397671,-1.288275121,NA,NA,NA,NA,NA,NA
1105,22925,Joan Adon,WSN,-4.426167197,704,NA,NA,NA,NA,NA,NA,NA,-0.727153418,-0.333458369,-0.715427547,-1.079411018,-0.900938607,-0.669778238
1225,5486,Abraham Almonte,,-4.448242385,456,NA,-1.171909585,-0.987647843,-1.17950298,-1.128507225,-0.302229469,0.321554717,NA,NA,NA,NA,NA,NA
1250,6547,Jordy Mercer,,-4.466215704,457,NA,-0.930872284,-0.887113657,-0.935134673,-0.907663019,-0.031220261,-0.774211811,NA,NA,NA,NA,NA,NA
879,19804,Bryan Baker,BAL,-4.469794427,705,NA,NA,NA,NA,NA,NA,NA,-0.943334884,-0.571098736,-0.907982791,-0.901537944,-0.608257052,-0.53758302
330,14672,Dillon Maples,,-4.471913863,706,NA,NA,NA,NA,NA,NA,NA,-0.792007858,-0.571098736,-0.672637493,-1.879839853,-0.150942121,-0.405387802
1454,sa919293,Jonathan Aranda,TBR,-4.475389536,458,NA,-1.206343485,-0.987647843,-1.17950298,-1.144816114,0.330125351,-0.287204465,NA,NA,NA,NA,NA,NA
1033,21298,Andre Jackson,,-4.487608571,707,NA,NA,NA,NA,NA,NA,NA,-0.770389711,-0.571098736,-0.801007656,-0.723664869,-1.083864579,-0.53758302
1427,sa875576,Alexis Diaz,CIN,-4.502317469,708,NA,NA,NA,NA,NA,NA,NA,-0.986571177,-0.571098736,-0.907982791,-0.634728332,-0.864353413,-0.53758302
61,11339,Jake Marisnick,,-4.526783722,459,NA,-0.724268883,-0.585511099,-0.725676124,-0.769003533,-0.934584289,-0.787739793,NA,NA,NA,NA,NA,NA
1371,sa3006917,Bryan Lavastida,CLE,-4.531328907,460,NA,-1.206343485,-0.987647843,-1.17950298,-1.155587283,0.284957149,-0.287204465,NA,NA,NA,NA,NA,NA
1361,sa3004885,Mason Martin,PIT,-4.534030653,461,NA,-0.896438383,-0.686045285,-0.795495641,-0.866397894,-1.070088894,-0.219564556,NA,NA,NA,NA,NA,NA
601,17585,Jordan Yamamoto,,-4.556909048,709,NA,NA,NA,NA,NA,NA,NA,-0.856862298,-0.571098736,-0.865192737,-0.36791872,-1.358253537,-0.53758302
1123,24584,Jonathan Stiever,CHW,-4.565857021,710,NA,NA,NA,NA,NA,NA,NA,-0.792007858,-0.333458369,-0.822402683,-0.278982183,-1.66922769,-0.669778238
739,19159,Zack Burdi,,-4.567183812,711,NA,NA,NA,NA,NA,NA,NA,-0.705535271,-0.571098736,-0.651242466,-1.168347555,-1.065571982,-0.405387802
820,19533,Taylor Jones,HOU,-4.568601382,462,NA,-1.034173984,-0.887113657,-1.00495419,-1.007982201,-0.211893067,-0.422484284,NA,NA,NA,NA,NA,NA
1345,sa3004024,Graham Spraker,TOR,-4.575041619,712,NA,NA,NA,NA,NA,NA,NA,-0.943334884,-0.571098736,-0.950772845,-0.634728332,-0.937523802,-0.53758302
782,19331,Jose Rojas,LAA,-4.579281507,463,NA,-0.999740084,-0.786579471,-0.970044431,-0.962699163,-0.437734074,-0.422484284,NA,NA,NA,NA,NA,NA
632,17871,Ian Gibaut,CLE,-4.590860376,713,NA,NA,NA,NA,NA,NA,NA,-0.748771564,-0.571098736,-0.758217601,-1.613030241,-0.626549649,-0.273192584
1384,sa3008244,Ryan Rolison,,-4.596727442,714,NA,NA,NA,NA,NA,NA,NA,-0.229936045,0.141822364,-0.415897167,-1.168347555,-2.254590801,-0.669778238
1344,sa3003305,Oswald Peraza,NYY,-4.617005618,464,NA,-1.206343485,-0.987647843,-1.17950298,-1.142208651,0.375293552,-0.476596211,NA,NA,NA,NA,NA,NA
67,11400,Ronald Torreyes,PHI,-4.623256809,465,NA,-0.827570583,-0.786579471,-0.830405399,-0.850037462,-0.121556664,-1.20710723,NA,NA,NA,NA,NA,NA
753,19231,Caleb Baragar,,-4.62524974,715,NA,NA,NA,NA,NA,NA,NA,-0.878480444,-0.571098736,-0.907982791,-1.079411018,-1.047279385,-0.140997366
1446,sa917985,Jace Vines,KCR,-4.642168364,716,NA,NA,NA,NA,NA,NA,NA,-0.900098591,-0.571098736,-0.950772845,-1.257284092,-0.42533108,-0.53758302
875,19784,Justin Garza,CLE,-4.642305263,717,NA,NA,NA,NA,NA,NA,NA,-0.727153418,-0.571098736,-0.69403252,-1.435157167,-0.809475621,-0.405387802
1130,24975,Cooper Criswell,LAA,-4.648266014,718,NA,NA,NA,NA,NA,NA,NA,-1.008189324,-0.571098736,-1.036352954,-0.278982183,-1.083864579,-0.669778238
996,20447,Enoli Paredes,HOU,-4.650587517,719,NA,NA,NA,NA,NA,NA,NA,-1.073043764,-0.571098736,-1.014957927,-1.435157167,-0.150942121,-0.405387802
338,14735,Brett Phillips,TBR,-4.657897406,466,NA,-0.414363781,-0.384442727,-0.481307817,-0.61636558,-2.108957526,-0.652459975,NA,NA,NA,NA,NA,NA
1305,8753,Tanner Roark,,-4.66627503,720,NA,NA,NA,NA,NA,NA,NA,-0.835244151,-0.333458369,-0.907982791,-0.634728332,-1.285083149,-0.669778238
45,10843,Adam Kolarek,,-4.674852623,721,NA,NA,NA,NA,NA,NA,NA,-0.900098591,-0.571098736,-0.9935629,-1.613030241,-0.059479135,-0.53758302
909,19928,Ryan McKenna,BAL,-4.677999217,467,NA,-0.999740084,-0.887113657,-1.00495419,-0.979635284,-0.708743282,-0.09781272,NA,NA,NA,NA,NA,NA
1055,21562,Romy Gonzalez,CHW,-4.678842345,468,NA,-1.068607884,-0.887113657,-1.039863948,-1.048429934,-0.482902275,-0.151924647,NA,NA,NA,NA,NA,NA
37,10688,Tyler Thornburg,ATL,-4.684241616,722,NA,NA,NA,NA,NA,NA,NA,-0.619062685,-0.571098736,-0.587057384,-1.257284092,-1.376546135,-0.273192584
59,11270,Aaron Altherr,,-4.686146088,469,NA,-0.896438383,-0.786579471,-0.900224915,-0.899226801,-0.889416088,-0.314260429,NA,NA,NA,NA,NA,NA
251,13744,David Dahl,MIL,-4.688519422,470,NA,-1.103041784,-0.887113657,-1.074773706,-1.066021345,-0.121556664,-0.436012266,NA,NA,NA,NA,NA,NA
1425,sa874818,Wandisson Charles,,-4.714249884,723,NA,NA,NA,NA,NA,NA,NA,-1.008189324,-0.571098736,-0.972167873,-1.34622063,-0.278990302,-0.53758302
1395,sa3010152,CJ Abrams,SDP,-4.715158393,471,NA,-0.793136683,-0.887113657,-0.865315157,-0.863175924,-0.302229469,-1.004187503,NA,NA,NA,NA,NA,NA
478,16285,Michael Hermosillo,CHC,-4.715351001,472,NA,-0.999740084,-0.786579471,-1.00495419,-0.990960377,-0.889416088,-0.043700793,NA,NA,NA,NA,NA,NA
1227,5497,Marwin Gonzalez,NYY,-4.736863208,473,NA,-0.827570583,-0.686045285,-0.795495641,-0.813651472,-0.934584289,-0.679515939,NA,NA,NA,NA,NA,NA
1285,7927,Eric Sogard,,-4.740810371,474,NA,-0.896438383,-0.887113657,-0.935134673,-0.887435766,-0.076388462,-1.05829943,NA,NA,NA,NA,NA,NA
978,20339,Matt Peacock,ARI,-4.742107921,724,NA,NA,NA,NA,NA,NA,NA,-0.770389711,-0.571098736,-0.929377818,-1.435157167,-0.498501468,-0.53758302
384,15157,Jimmy Yacabonis,,-4.743831858,725,NA,NA,NA,NA,NA,NA,NA,-1.116280057,-0.571098736,-1.100538035,-0.901537944,-0.516794066,-0.53758302
736,1890,Matt Moore,TEX,-4.747414222,726,NA,NA,NA,NA,NA,NA,NA,-0.748771564,-0.571098736,-0.758217601,-0.901537944,-1.230205357,-0.53758302
615,17714,Christin Stewart,BOS,-4.750327771,475,NA,-1.103041784,-0.887113657,-1.039863948,-1.044447943,-0.753911484,0.078051044,NA,NA,NA,NA,NA,NA
969,20276,Deivi García,NYY,-4.750609761,727,NA,NA,NA,NA,NA,NA,NA,-0.424499365,-0.095818002,-0.480082249,-0.990474481,-2.089957426,-0.669778238
916,19952,Khalil Lee,,-4.751701354,476,NA,-0.965306184,-0.887113657,-1.00495419,-0.938738736,-0.844247886,-0.111340702,NA,NA,NA,NA,NA,NA
147,12673,Roenis Elías,SEA,-4.756933323,728,NA,NA,NA,NA,NA,NA,NA,-1.137898204,-0.571098736,-1.121933063,-0.812601406,-0.443623677,-0.669778238
962,20233,Gilberto Celestino,MIN,-4.773760672,477,NA,-1.103041784,-0.987647843,-1.109683464,-1.074514835,-0.076388462,-0.422484284,NA,NA,NA,NA,NA,NA
182,12981,Cam Gallagher,KCR,-4.774279887,478,NA,-0.965306184,-0.887113657,-0.935134673,-0.906149409,-0.076388462,-1.004187503,NA,NA,NA,NA,NA,NA
1070,21987,Rodolfo Castro,PIT,-4.77896147,479,NA,-1.034173984,-0.887113657,-0.970044431,-1.009523588,-0.347397671,-0.530708138,NA,NA,NA,NA,NA,NA
1050,21538,Nick Fortes,MIA,-4.7825588,480,NA,-0.965306184,-0.887113657,-0.900224915,-0.912888818,-0.302229469,-0.814795757,NA,NA,NA,NA,NA,NA
1147,27505,Kohei Arihara,TEX,-4.784185941,729,NA,NA,NA,NA,NA,NA,NA,-0.835244151,-0.333458369,-0.929377818,-0.456855258,-1.559472107,-0.669778238
1347,sa3004093,Collin Snider,KCR,-4.795289388,730,NA,NA,NA,NA,NA,NA,NA,-0.878480444,-0.571098736,-0.950772845,-0.901537944,-0.955816399,-0.53758302
374,15101,Luke Farrell,,-4.807141363,731,NA,NA,NA,NA,NA,NA,NA,-1.073043764,-0.571098736,-1.014957927,-0.723664869,-0.754597829,-0.669778238
676,18288,Austin Dean,SFG,-4.825458039,481,NA,-1.206343485,-0.987647843,-1.17950298,-1.142482731,-0.076388462,-0.233092538,NA,NA,NA,NA,NA,NA
422,15608,Willians Astudillo,,-4.827449166,482,NA,-1.206343485,-0.987647843,-1.17950298,-1.154316728,0.420461753,-0.720099884,NA,NA,NA,NA,NA,NA
1350,sa3004162,Rylan Bannon,BAL,-4.828800379,483,NA,-0.862004483,-0.686045285,-0.830405399,-0.84954818,-1.070088894,-0.530708138,NA,NA,NA,NA,NA,NA
323,14567,Franchy Cordero,BOS,-4.864872202,484,NA,-1.137475685,-0.987647843,-1.144593222,-1.123563457,0.059116142,-0.530708138,NA,NA,NA,NA,NA,NA
1437,sa915688,Tyler Johnson,CHW,-4.865099792,732,NA,NA,NA,NA,NA,NA,NA,-1.137898204,-0.571098736,-1.100538035,-1.257284092,-0.260697705,-0.53758302
531,16852,John Nogowski,ATL,-4.868630048,485,NA,-1.103041784,-0.987647843,-1.074773706,-1.055486169,-0.076388462,-0.571292084,NA,NA,NA,NA,NA,NA
1202,5000,Stephen Vogt,OAK,-4.869923752,486,NA,-0.896438383,-0.686045285,-0.830405399,-0.860821909,-1.024920692,-0.571292084,NA,NA,NA,NA,NA,NA
945,20078,Evan White,SEA,-4.872553124,487,NA,-0.896438383,-0.686045285,-0.830405399,-0.890732031,-0.889416088,-0.679515939,NA,NA,NA,NA,NA,NA
296,14320,Wilmer Difo,ARI,-4.879102131,488,NA,-0.930872284,-0.987647843,-0.970044431,-0.928073846,-0.031220261,-1.031243466,NA,NA,NA,NA,NA,NA
1354,sa3004259,Royce Lewis,MIN,-4.882239654,489,NA,-1.137475685,-0.987647843,-1.109683464,-1.09444799,-0.076388462,-0.476596211,NA,NA,NA,NA,NA,NA
1034,21306,Jake Latz,TEX,-4.901323038,733,NA,NA,NA,NA,NA,NA,NA,-1.116280057,-0.571098736,-1.079143008,-0.545791795,-0.919231204,-0.669778238
960,20218,Yennsy Díaz,,-4.904660491,734,NA,NA,NA,NA,NA,NA,NA,-0.792007858,-0.571098736,-0.822402683,-1.079411018,-1.102157176,-0.53758302
1108,23301,Janson Junk,,-4.92528158,735,NA,NA,NA,NA,NA,NA,NA,-0.792007858,-0.333458369,-0.865192737,-0.723664869,-1.541179509,-0.669778238
720,18699,Nick Neidert,,-4.927144387,736,NA,NA,NA,NA,NA,NA,NA,-0.683917125,-0.571098736,-0.822402683,-0.990474481,-1.321668343,-0.53758302
681,18316,Edwin Ríos,LAD,-4.929141915,490,NA,-1.103041784,-0.887113657,-1.039863948,-1.083398013,-0.799079685,-0.016644829,NA,NA,NA,NA,NA,NA
1430,sa877578,Alan Rangel,,-4.932056235,737,NA,NA,NA,NA,NA,NA,NA,-1.09466191,-0.571098736,-1.079143008,-0.634728332,-0.88264601,-0.669778238
204,13329,Jake Lamb,LAD,-4.943677525,491,NA,-1.103041784,-0.887113657,-1.074773706,-1.07632706,-0.934584289,0.132162971,NA,NA,NA,NA,NA,NA
1217,5365,Manny Bañuelos,NYY,-4.964516039,738,NA,NA,NA,NA,NA,NA,NA,-0.921716737,-0.571098736,-0.907982791,-0.901537944,-0.992401593,-0.669778238
421,15605,Phillips Valdez,BOS,-4.969014685,739,NA,NA,NA,NA,NA,NA,NA,-0.748771564,-0.571098736,-0.779612628,-1.435157167,-1.028986788,-0.405387802
399,15402,Jack Mayfield,LAA,-4.976088316,492,NA,-0.862004483,-0.686045285,-0.795495641,-0.892331372,-0.844247886,-0.895963648,NA,NA,NA,NA,NA,NA
970,20277,Cory Abbott,,-4.977439943,740,NA,NA,NA,NA,NA,NA,NA,-0.619062685,-0.333458369,-0.629847439,-1.257284092,-1.468009121,-0.669778238
732,18881,Curtis Terry,MIN,-4.985887072,493,NA,-1.068607884,-0.887113657,-1.00495419,-1.015735612,-0.708743282,-0.300732447,NA,NA,NA,NA,NA,NA
1298,8350,AJ Ramos,,-4.987263761,741,NA,NA,NA,NA,NA,NA,NA,-0.986571177,-0.571098736,-0.950772845,-1.168347555,-0.772890427,-0.53758302
480,16318,Ricardo Pinto,DET,-4.991795279,742,NA,NA,NA,NA,NA,NA,NA,-1.073043764,-0.571098736,-1.079143008,-0.990474481,-0.608257052,-0.669778238
459,16110,Daniel Ponce de Leon,,-5.002092575,743,NA,NA,NA,NA,NA,NA,NA,-0.986571177,-0.571098736,-0.972167873,-0.901537944,-0.900938607,-0.669778238
988,20383,Antonio Santos,,-5.003574416,744,NA,NA,NA,NA,NA,NA,NA,-0.986571177,-0.571098736,-0.9935629,-0.812601406,-1.102157176,-0.53758302
977,20334,Kyle Dohy,PHI,-5.005481217,745,NA,NA,NA,NA,NA,NA,NA,-1.116280057,-0.571098736,-1.036352954,-1.168347555,-0.443623677,-0.669778238
1453,sa918451,Bowden Francis,,-5.006126028,746,NA,NA,NA,NA,NA,NA,NA,-1.008189324,-0.333458369,-1.014957927,-0.456855258,-1.522886912,-0.669778238
612,17684,Vimael Machín,,-5.008657728,494,NA,-0.827570583,-0.786579471,-0.900224915,-0.835463902,-0.708743282,-0.950075575,NA,NA,NA,NA,NA,NA
1309,9054,Justin Smoak,,-5.01195332,495,NA,-1.068607884,-0.887113657,-1.039863948,-1.019745726,-1.115257095,0.118634989,NA,NA,NA,NA,NA,NA
353,14899,Taylor Williams,SFG,-5.024456555,747,NA,NA,NA,NA,NA,NA,NA,-1.09466191,-0.571098736,-1.057747981,-0.990474481,-0.772890427,-0.53758302
735,18889,Danny Mendick,CHW,-5.041824548,496,NA,-0.758702783,-0.786579471,-0.830405399,-0.831454274,-0.708743282,-1.125939339,NA,NA,NA,NA,NA,NA
803,19432,Yonny Hernandez,TEX,-5.046172922,497,NA,-0.862004483,-0.987647843,-1.039863948,-0.913520115,-0.211893067,-1.031243466,NA,NA,NA,NA,NA,NA
1220,5401,Brad Peacock,KCR,-5.0516181,748,NA,NA,NA,NA,NA,NA,NA,-1.051425617,-0.571098736,-1.014957927,-0.723664869,-1.285083149,-0.405387802
641,17920,Cody Ponce,,-5.064466904,749,NA,NA,NA,NA,NA,NA,NA,-0.424499365,-0.571098736,-0.565662357,-1.168347555,-1.79727587,-0.53758302
1343,sa3003109,Miguel Romero,,-5.069741439,750,NA,NA,NA,NA,NA,NA,NA,-0.986571177,-0.571098736,-1.014957927,-1.168347555,-0.791183024,-0.53758302
894,19878,Adam Haseley,PHI,-5.072561791,498,NA,-0.965306184,-0.887113657,-0.970044431,-0.966377041,-0.211893067,-1.071827412,NA,NA,NA,NA,NA,NA
1101,22799,Geraldo Perdomo,ARI,-5.073799275,499,NA,-0.930872284,-0.987647843,-0.970044431,-0.932704887,-0.437734074,-0.814795757,NA,NA,NA,NA,NA,NA
904,19903,Adonis Medina,PIT,-5.087873415,751,NA,NA,NA,NA,NA,NA,NA,-1.051425617,-0.571098736,-1.036352954,-0.990474481,-0.900938607,-0.53758302
901,19896,Connor Wong,BOS,-5.08806547,500,NA,-1.206343485,-0.987647843,-1.17950298,-1.161586489,-0.076388462,-0.476596211,NA,NA,NA,NA,NA,NA
777,19314,Donovan Walton,SEA,-5.093957721,501,NA,-1.206343485,-0.987647843,-1.17950298,-1.13583852,-0.121556664,-0.463068229,NA,NA,NA,NA,NA,NA
892,19873,Drew Ellis,ARI,-5.09487222,502,NA,-0.827570583,-0.686045285,-0.830405399,-0.856573005,-1.295929901,-0.598348048,NA,NA,NA,NA,NA,NA
636,17893,Tyler Nevin,BAL,-5.100874654,503,NA,-1.068607884,-0.887113657,-1.039863948,-1.024038843,-0.482902275,-0.598348048,NA,NA,NA,NA,NA,NA
1009,20540,José Devers,MIA,-5.103428028,504,NA,-1.103041784,-1.088182029,-1.144593222,-1.09354884,0.330125351,-1.004187503,NA,NA,NA,NA,NA,NA
44,10836,Asher Wojciechowski,SEA,-5.106571546,752,NA,NA,NA,NA,NA,NA,NA,-0.943334884,-0.571098736,-0.929377818,-0.634728332,-1.358253537,-0.669778238
1069,21894,Gregory Santos,,-5.117049116,753,NA,NA,NA,NA,NA,NA,NA,-1.137898204,-0.571098736,-1.100538035,-1.257284092,-0.644842246,-0.405387802
258,13768,Travis Jankowski,NYM,-5.12127029,505,NA,-1.034173984,-1.088182029,-1.144593222,-1.058507067,0.330125351,-1.125939339,NA,NA,NA,NA,NA,NA
1376,sa3007715,James McArthur,,-5.128574173,754,NA,NA,NA,NA,NA,NA,NA,-1.051425617,-0.571098736,-1.057747981,-0.456855258,-1.321668343,-0.669778238
1291,8090,Matt Carpenter,,-5.13608462,506,NA,-0.758702783,-0.686045285,-0.795495641,-0.77549717,-1.657275512,-0.463068229,NA,NA,NA,NA,NA,NA
1324,9456,Ryan Buchter,SEA,-5.141599244,755,NA,NA,NA,NA,NA,NA,NA,-1.051425617,-0.571098736,-0.9935629,-0.812601406,-1.175327565,-0.53758302
1319,9345,Brock Holt,ATL,-5.143215384,507,NA,-0.896438383,-0.987647843,-0.935134673,-0.904994188,-0.211893067,-1.20710723,NA,NA,NA,NA,NA,NA
664,18063,Kyle Garlick,MIN,-5.172848504,508,NA,-0.999740084,-0.786579471,-0.970044431,-0.996135505,-1.024920692,-0.39542832,NA,NA,NA,NA,NA,NA
846,19682,Jordan Sheffield,COL,-5.182438915,756,NA,NA,NA,NA,NA,NA,NA,-0.251554192,-0.571098736,-0.308922032,-2.057712927,-1.852153662,-0.140997366
1359,sa3004723,Nick Allen,OAK,-5.18399862,509,NA,-0.758702783,-0.887113657,-0.830405399,-0.78320733,-0.528070476,-1.396498976,NA,NA,NA,NA,NA,NA
32,10534,Jake Petricka,,-5.217126824,757,NA,NA,NA,NA,NA,NA,NA,-0.986571177,-0.571098736,-0.9935629,-1.168347555,-0.827768218,-0.669778238
880,19818,Josh Palacios,TOR,-5.21825011,510,NA,-0.965306184,-0.887113657,-1.00495419,-0.968482176,-0.482902275,-0.90949163,NA,NA,NA,NA,NA,NA
389,15194,Jake Bauers,CIN,-5.222703171,511,NA,-1.034173984,-0.887113657,-1.039863948,-1.00857218,-0.708743282,-0.54423612,NA,NA,NA,NA,NA,NA
810,19457,Bryan Garcia,,-5.235538084,758,NA,NA,NA,NA,NA,NA,NA,-0.619062685,-0.571098736,-0.736822574,-1.435157167,-1.468009121,-0.405387802
956,20198,Ben Bowden,COL,-5.259806936,759,NA,NA,NA,NA,NA,NA,NA,-0.683917125,-0.571098736,-0.565662357,-1.34622063,-1.687520287,-0.405387802
823,19548,JD Hammer,COL,-5.275319086,760,NA,NA,NA,NA,NA,NA,NA,-0.683917125,-0.571098736,-0.672637493,-1.34622063,-1.596057301,-0.405387802
730,18872,Jahmai Jones,BAL,-5.276665684,512,NA,-0.896438383,-0.887113657,-0.900224915,-0.88890167,-0.753911484,-0.950075575,NA,NA,NA,NA,NA,NA
193,13182,Kyle Crick,CHW,-5.285989554,761,NA,NA,NA,NA,NA,NA,NA,-1.051425617,-0.571098736,-1.014957927,-0.990474481,-1.120449774,-0.53758302
