Name,R/IP,HR/SO,RBI/QS,RC/ERA,AVG/WHIP,OPS/SVHD,pr,ovr_pr,adp,playerid,1B,2B,3B,SS,C,LF,CF,RF,P
Pavin Smith,-0.479946917,-0.603294095,-0.552013678,-0.377751218,0.819122019,0.241956269,-0.951927621,599,,19892,,,,,,,,,
Jarlin Garcia,-0.39421258,-0.553690588,-0.783817444,-0.029309047,-0.085961195,0.893557119,-0.953433736,600,,18282,,,,,,,,,P
Jeff Hoffman,0.138468479,0.253078647,-0.365306979,-0.762862958,-0.430463674,0.203086066,-0.964000419,601,636,17432,,,,,,,,,P
Jake Cave,-0.239165552,-0.292819838,-0.28989359,-0.314152301,0.074363143,0.081696298,-0.979971841,602,,14477,,,,,,,,,
Tucker Barnhart,-0.107830262,-0.085837,0.028901111,0.019346269,-0.484206014,-0.354098362,-0.983724259,603,,10200,,,,,,,,,
Caleb Thielbar,-0.436409631,-0.440916394,-0.783817444,0.00353665,0.258541284,0.391396353,-1.007669183,604,,10078,,,,,,,,,P
Cody Reed,-0.719084504,-0.562365526,-0.783817444,1.13123893,0.143707124,-0.236304604,-1.026626023,605,,15232,,,,,,,,,P
Daulton Varsho,-0.282943982,-0.334216406,-0.452833104,-0.36158888,0.148839031,0.239144691,-1.043598651,606,280,19918,,,,,C,,CF,,
Mike Brosseau,-0.611282207,-0.458406109,-0.559098005,-0.53597116,0.595694356,0.511867801,-1.057195324,607,,19683,,,,,,,,,
Jose Urena,0.711531663,0.10994217,0.268454772,-0.959937143,-0.583575887,-0.612925179,-1.066509603,608,,11589,,,,,,,,,P
Shane McClanahan,0.070408719,0.175004205,-0.328579284,-0.047556657,-0.392185621,-0.550155083,-1.073063721,609,,sa3008547,,,,,,,,,P
Adam Haseley,-0.253758362,-0.541199244,-0.22613465,-0.25475517,0.483980525,-0.289432058,-1.081298959,610,410,19878,,,,,,LF,CF,,
Yusniel Diaz,-0.239165552,-0.292819838,-0.26864061,-0.246160066,-0.000112745,-0.039201576,-1.086100387,611,,sa912848,,,,,,,,,
John Curtiss,-0.377424506,-0.267417634,-0.783817444,0.145868006,-0.258212434,0.454166449,-1.086837563,612,,16128,,,,,,,,,P
Shane Greene,-0.471346975,-0.484291084,-0.783817444,0.342942191,0.411653497,-0.110764413,-1.095624229,613,369,10756,,,,,,,,,P
Gio Gonzalez,0.073131109,-0.041869245,0.477478199,-0.153392793,-0.794105179,-0.675695274,-1.114453185,614,,7448,,,,,,,,,P
Ronald Guzman,-0.217276337,-0.065138717,-0.176544363,-0.192039262,-0.428349098,-0.036389997,-1.115737774,615,,14388,,,,,,,,,
Dustin Fowler,-0.224572742,-0.251423271,-0.20488167,-0.246260958,0.139529545,-0.331605735,-1.119214831,616,,17098,,,,,,,,,
Corbin Martin,0.027757936,-0.041869245,0.406135044,-0.449004071,-0.4496027,-0.612925179,-1.119508216,617,,19884,,,,,,,,,P
Jose Cisnero,-0.356099114,-0.24139282,-0.783817444,-0.277476539,-0.487880754,1.01909731,-1.127569361,618,,6399,,,,,,,,,P
Eric Lauer,0.074946036,0.014517852,0.314694939,-0.609583036,-0.315629514,-0.612925179,-1.133978902,619,,19316,,,,,,,,,P
Chasen Shreve,-0.589317227,-0.358504483,-0.783817444,0.342942191,-0.028544115,0.265856161,-1.151384917,620,,10855,,,,,,,,,P
Chris Devenski,-0.580242592,-0.484291084,-0.783817444,-0.171640403,0.660460842,0.203086066,-1.156444615,621,,12763,,,,,,,,,P
Bryse Wilson,-0.273066206,-0.319467262,-0.273192356,0.018134738,0.239402257,-0.550155083,-1.158343911,622,,19990,,,,,,,,,P
Chaz Roe,-0.65556206,-0.532003243,-0.783817444,0.419582152,-0.009405089,0.391396353,-1.169809332,623,,9866,,,,,,,,,P
Nick Pivetta,0.603997242,0.435252345,0.517226361,-1.350435991,-0.832383232,-0.550155083,-1.176498358,624,,15454,,,,,,,,,P
John Brebbia,-1.030798207,-0.870325825,-0.783817444,0.79183339,1.196353587,-0.487384987,-1.184139487,625,,12777,,,,,,,,,P
Omar Narvaez,-0.377797247,-0.230724987,-0.31114657,-0.20146192,-0.046660174,-0.022332105,-1.190123004,626,,13338,,,,,,,,,
Ryan Zimmerman,-0.713431877,-0.458406109,-0.467001758,-0.594393761,0.502599496,0.539983585,-1.190650423,627,451,4220,1B,,,,,,,,
Dillon Tate,-0.292576671,-0.514653367,-0.591129783,-0.3541165,-0.219934381,0.768016927,-1.204393775,628,,17796,,,,,,,,,P
Jonathan Villar,0.052690648,-0.251423271,-0.26864061,-0.198716601,-0.05596966,-0.486242549,-1.208302043,629,249,10071,,2B,,SS,,,,,
Tommy Hunter,-1.004935498,-0.996112426,-0.783817444,0.671399166,1.196353587,-0.2990747,-1.216187316,630,,1157,,,,,,,,,P
Tyler Chatwood,0.179304336,0.218378895,-0.497699096,-0.237331798,-1.46397111,0.57970664,-1.221612134,631,,4338,,,,,,,,,P
Casey Sadler,-0.365173749,-0.462603739,-0.783817444,-0.105949008,0.028872965,0.454166449,-1.234504527,632,617,11209,,,,,,,,,P
Cedric Mullins II,0.089172673,-0.292819838,-0.197797343,-0.099142744,-0.14906452,-0.598705687,-1.24835746,633,,17929,,,,,,,,,
Jon Berti,0.213211558,-0.541199244,-0.325315224,-0.084428744,-0.028041202,-0.491865706,-1.257638563,634,,12037,,,,,,,,,
Jeurys Familia,-0.446845461,-0.354167014,-0.783817444,0.598408727,-0.794105179,0.516936544,-1.263589828,635,585,5114,,,,,,,,,P
Ryne Stanek,-0.645126231,-0.410554111,-0.783817444,0.262652708,0.296819337,0.014775779,-1.265249962,636,,15947,,,,,,,,,P
Michael Chavis,-0.363204437,-0.044440433,-0.219050323,-0.371823659,-0.372492182,0.092942612,-1.278068424,637,,17321,,,,,,,,,
Jonathan Hernandez,-0.678248647,-0.653452375,-0.547857297,0.120321352,-0.353907567,0.830787023,-1.282357512,638,,17464,,,,,,,,,P
Edwin Encarnacion,-0.246461957,0.328128675,-0.006520522,-0.325350515,-1.340678721,0.306622574,-1.284260466,639,397,2151,,,,,,,,,
Isan Diaz,0.154840318,-0.065138717,0.085575725,-0.025324748,-0.875204424,-0.579024638,-1.304276483,640,505,17922,,,,,,,,,
Albert Pujols,-0.180794312,0.121145838,0.35478014,-0.172031647,-0.642467275,-0.809574071,-1.328941328,641,305,1177,1B,,,,,,,,
Jedd Gyorko,-0.589392992,-0.210026703,-0.459917431,-0.488069773,-0.121136062,0.528737271,-1.33980569,642,635,10816,,,3B,,,,,,
Hansel Robles,-0.464994731,-0.384529297,-0.783817444,-0.277476539,0.028872965,0.516936544,-1.365008502,643,552,11801,,,,,,,,,P
Taylor Widener,-0.37606331,-0.228380413,-0.484198196,-0.226383232,-0.143378275,0.077545874,-1.380857552,644,,19266,,,,,,,,,P
Michael King,-0.351561797,-0.475616146,-0.372745347,-0.167990881,0.526487656,-0.550155083,-1.391581597,645,606,19853,,,,,,,,,P
Daulton Jefferies,-0.643765035,-0.692489596,-0.304665548,0.091125177,0.832712082,-0.675695274,-1.392778195,646,,19345,,,,,,,,,P
Oliver Drake,-0.926439908,-0.826951135,-0.783817444,0.948762833,0.660460842,-0.487384987,-1.415369798,647,,8823,,,,,,,,,P
Kyle Finnegan,-0.505830587,-0.375854359,-0.783817444,0.193311791,-0.468741727,0.516936544,-1.423995782,648,,15009,,,,,,,,,P
Jace Fry,-0.65556206,-0.45826627,-0.783817444,0.620305858,-0.545297833,0.391396353,-1.431241397,649,519,16159,,,,,,,,,P
Josh Rojas,-0.224572742,-0.52050096,-0.467001758,-0.316709543,0.176767488,-0.081375252,-1.433392767,650,407,19734,,2B,,,,,,,
Jake Bauers,-0.188090717,-0.251423271,-0.233218977,-0.241922976,-0.558681901,0.036711043,-1.4366268,651,433,15194,,,,,,LF,,,
Jeff Samardzija,0.469692647,-0.028856838,0.860744995,-1.766481492,-0.296490488,-0.675695274,-1.43708645,652,,3254,,,,,,,,,P
Buck Farmer,-0.283502036,-0.406216642,-0.783817444,-0.445354549,-0.602714913,1.081867406,-1.439738178,653,650,14814,,,,,,,,,P
Taylor Hearn,-0.04166302,0.214041426,-0.519003389,-0.5037469,-0.736688099,0.14031597,-1.446744013,654,,18325,,,,,,,,,P
Jose Alvarez,-0.719084504,-0.766226569,-0.783817444,0.518119244,0.028872965,0.265856161,-1.456280147,655,588,5358,,,,,,,,,P
Jaime Barria,-0.077961559,-0.224042944,-0.32668346,-0.843152441,0.430792523,-0.424614891,-1.465662771,656,,18356,,,,,,,,,P
Trent Thornton,-0.037125703,-0.128618626,0.078889953,-0.755563914,-0.181656328,-0.487384987,-1.511459605,657,,17948,,,,,,,,,P
Jacob Stallings,-0.290240387,-0.479104393,-0.190713016,-0.178342348,0.139529545,-0.545285697,-1.544156296,658,,13723,,,,,,,,,
Phillip Evans,-0.355908032,-0.499802676,-0.389074164,-0.315871199,0.232624404,-0.250069959,-1.578101627,659,,12950,,,3B,,,,,,
Josh Sborz,-0.700935234,-0.562365526,-0.783817444,0.251704142,0.201124204,0.014775779,-1.579514079,660,,18323,,,,,,,,,P
Julian Merryweather,-0.297113988,-0.280430041,-0.494012578,-0.339518412,-0.124239248,-0.047994317,-1.583308585,661,,16703,,,,,,,,,P
Luis Patino,-0.268528889,-0.189343192,-0.093206369,0.025433782,-0.4496027,-0.612925179,-1.588172547,662,364,22815,,,,,,,,,P
Sean Newcomb,-0.504469392,-0.453928801,-0.496319127,0.28454984,-0.258212434,-0.173534509,-1.601914423,663,604,16943,,,,,,,,,P
Jacob Barnes,-0.785783069,-0.657789844,-0.783817444,0.580161117,0.201124204,-0.173534509,-1.619639545,664,,12323,,,,,,,,,P
Logan Allen,0.449728451,0.205366488,0.538730769,-1.127815152,-1.138607658,-0.550155083,-1.622752185,665,,18555,,,,,,,,,P
Lewis Thorpe,-0.295752793,-0.293442448,-0.409613184,-0.365065066,-0.085961195,-0.173534509,-1.623369194,666,,15906,,,,,,,,,P
Miguel Andujar,-0.881249192,-0.686087231,-0.743290499,-0.764631743,0.986692766,0.461259389,-1.627306511,667,345,15878,,,,,,LF,,,
Tony Kemp,-0.012976997,-0.727483798,-0.431580124,-0.173938924,0.251243376,-0.548097275,-1.642833743,668,,14894,,,,,,,,,
Aristides Aquino,-0.552910967,0.017654419,-0.282809264,-0.565652447,-0.698324191,0.430332026,-1.651710424,669,431,15482,,,,,,,,,
Pedro Severino,-0.399686462,-0.251423271,-0.24738763,-0.317684855,-0.167683492,-0.269751009,-1.653616718,670,,14523,,,,,,,,,
Austin Dean,-0.764506712,-0.623992379,-0.686615885,-0.662901227,0.726027159,0.354419407,-1.657569638,671,618,18288,,,,,,LF,,,
Kyle McGowin,-0.543944053,-0.440916394,-0.493373953,-0.281126061,0.143707124,-0.047994317,-1.663647654,672,,15071,,,,,,,,,P
Cam Bedrosian,-0.637412791,-0.610077685,-0.783817444,0.226157489,-0.028544115,0.14031597,-1.693378577,673,,13360,,,,,,,,,P
Sam Howard,-0.625615766,-0.514653367,-0.626629389,0.375787888,-0.143378275,-0.173534509,-1.708023417,674,,16265,,,,,,,,,P
Matt Kemp,-0.647764232,-0.313518122,-0.374905511,-0.548250829,0.083672629,0.090131033,-1.710635032,675,,5631,,,,,,,,,
Johan Camargo,-0.545614562,-0.479104393,-0.459917431,-0.519145581,0.269862348,0.002972101,-1.730947518,676,376,14950,,,3B,,,,,,
Cesar Valdez,-0.271705011,-0.579715402,-0.485107605,-0.799358177,-0.373046594,0.768016927,-1.740915862,677,460,9013,,,,,,,,,P
Daniel Johnson Jr.,-0.370500842,-0.334216406,-0.396158491,-0.404028513,-0.046660174,-0.19383839,-1.745402816,678,,19643,,,,,,,,,
Matthew Manning,-0.236767667,-0.302117386,-0.057571256,-0.310322237,-0.219934381,-0.675695274,-1.802408201,679,,sa917924,,,,,,,,,P
Adam Cimber,-0.612003814,-0.865988356,-0.783817444,0.175064181,0.009733938,0.265856161,-1.811155333,680,478,15288,,,,,,,,,P
Tom Murphy,-0.209979932,0.307430392,0.043069765,-0.253526523,-1.22896489,-0.477807814,-1.819779002,681,,13499,,,,,,,,,
Alex Young,-0.087036194,-0.206693068,-0.309005684,-0.540242119,-0.353907567,-0.361844796,-1.858729428,682,473,18333,,,,,,,,,P
Max Stassi,-0.261054767,-0.023742149,-0.126954076,-0.282797435,-0.893823395,-0.278185744,-1.866557567,683,,10059,,,,,,,,,
Brad Wieck,-0.867454782,-0.614415154,-0.783817444,0.288199362,0.583904736,-0.487384987,-1.880968269,684,,16390,,,,,,,,,P
Matt Beaty,-0.647764232,-0.665388947,-0.559098005,-0.641025133,0.577075384,0.036711043,-1.89948989,685,,17710,,,,,,,,,
Jason Adam,-0.589317227,-0.37151689,-0.783817444,-0.098649964,-0.277351461,0.203086066,-1.91756692,686,550,11861,,,,,,,,,P
Jarren Duran,-0.399686462,-0.893070069,-0.679531559,-0.467377251,0.940145336,-0.418764667,-1.918284671,687,449,sa3006786,,,,,,,,,
Scott Alexander,-0.857018952,-0.926712922,-0.783817444,1.226126501,-0.468741727,-0.110764413,-1.920928957,688,534,10591,,,,,,,,,P
Edward Cabrera,-0.312540867,-0.263080165,-0.414493112,0.164115616,-0.50701978,-0.612925179,-1.945943487,689,,sa920423,,,,,,,,,P
Edwin Rios,-0.523725347,-0.044440433,-0.219050323,-0.54160212,-0.763490592,0.137927867,-1.954380949,690,,18316,,,,,,,,,
Duane Underwood Jr.,-0.528517174,-0.466941208,-0.538002554,-0.062154745,-0.143378275,-0.236304604,-1.97529856,691,,14677,,,,,,,,,P
Yolmer Sanchez,-0.137015882,-0.665388947,-0.403242817,-0.212442727,0.092982115,-0.654937256,-1.980045515,692,643,11602,,,,,,,,,
Josh Tomlin,-0.421436484,-0.627427561,-0.56979415,-1.073072323,0.679599869,0.014775779,-1.99735487,693,448,9388,,,,,,,,,P
Shawn Armstrong,-0.499932075,-0.432241456,-0.783817444,-0.452653593,-0.296490488,0.454166449,-2.010968606,694,,12857,,,,,,,,,P
Andrew Stevenson,-0.370500842,-0.727483798,-0.488254738,-0.434137017,0.428123609,-0.424387823,-2.01664061,695,,17932,,,,,,,,,
Victor Caratini,-0.552910967,-0.603294095,-0.374905511,-0.450315778,0.167458002,-0.207896283,-2.021864631,696,,14968,,,,,,,,,
Luke Jackson,-0.690499404,-0.584052871,-0.783817444,0.41593263,-0.334768541,-0.047994317,-2.025199948,697,429,11752,,,,,,,,,P
Trevor Richards,-0.693675526,-0.666464782,-0.386783894,-0.029309047,0.296819337,-0.550155083,-2.029568996,698,,19309,,,,,,,,,P
Jimmy Nelson,-0.800756216,-0.705502003,-0.437530642,0.339292669,0.181985177,-0.612925179,-2.035436194,699,,10547,,,,,,,,,P
Tanner Houck,0.530038969,0.253078647,0.794673603,-1.343136947,-1.597944297,-0.675695274,-2.0389853,700,,19879,,,,,,,,,P
Luis Torrens,-0.385093652,-0.541199244,-0.360736857,-0.301744542,0.102291601,-0.562155167,-2.048637862,701,,15905,,,,,,,,,
Chance Sisco,-0.290240387,-0.189328419,-0.325315224,-0.282927452,-0.83796648,-0.137606821,-2.063384783,702,,15694,,,,,,,,,
Jo Adell,-0.399686462,-0.230724987,-0.410327144,-0.350448575,-0.270087837,-0.407518353,-2.068793358,703,,20220,,,,,,,,,
Yoenis Cespedes,-0.596689397,-0.127233568,-0.374905511,-0.565439471,-0.633157789,0.216652063,-2.080773673,704,475,13110,,,,,,,,,
Pat Valaika,-0.494539727,-0.210026703,-0.516592045,-0.551064097,-0.130445548,-0.191026812,-2.093694932,705,,14885,,,,,,,,,
Jorge Alcala,-0.41508424,-0.397541704,-0.545283354,-0.405209807,-0.62185394,0.265856161,-2.119116883,706,,19459,,,,,,,,,P
Todd Frazier,-0.363204437,-0.210026703,-0.261556283,-0.343078114,-0.735562134,-0.219142597,-2.132570269,707,330,785,1B,,3B,,,,,,
Greg Bird,-0.844767167,-0.458406109,-0.651194252,-0.713384212,-0.381801668,0.902677205,-2.146876203,708,405,14131,1B,,,,,,,,
Jay Bruce,-0.713431877,-0.168630136,-0.396158491,-0.632255408,-0.726252648,0.489375173,-2.147353387,709,401,9892,,,,,,LF,,,
Jorge Alfaro,-0.312129602,-0.189328419,-0.077363789,-0.310371514,-0.474896528,-0.801139336,-2.165229189,710,,12180,,,,,,,,,
Adam Plutko,0.368056738,-0.067894059,-0.338328317,-1.740934838,-0.277351461,-0.110764413,-2.16721635,711,434,15846,,,,,,,,,P
Jorge Lopez,0.390743325,0.010180383,0.218964287,-1.412477864,-0.889800312,-0.487384987,-2.169775168,712,,14527,,,,,,,,,P
Willians Astudillo,-1.107437747,-0.872371785,-1.055000874,-1.027270623,1.545261922,0.323492044,-2.193327062,713,371,15608,,,,,C,,,,
Taylor Clarke,-0.435048436,-0.505978429,-0.405041815,-0.405209807,-0.085961195,-0.361844796,-2.199084478,714,,17611,,,,,,,,,P
Andrew Knizner,-0.633171422,-0.644690663,-0.580350985,-0.580330176,0.530527954,-0.328794156,-2.236809448,715,459,19514,,,,,,,,,
Josh Taylor,-0.664636695,-0.532003243,-0.783817444,0.15316705,-0.430463674,0.014775779,-2.242978228,716,,17359,,,,,,,,,P
Leury Garcia,-0.443464892,-0.748182082,-0.679531559,-0.564983912,0.800503047,-0.632444629,-2.268104027,717,418,5913,,,,SS,,,,,
Austin Voth,-0.106546659,-0.189343192,-0.351020936,-0.952638099,-0.181656328,-0.487384987,-2.2685902,718,554,15047,,,,,,,,,P
Conner Menez,-0.858380147,-0.731526817,-0.429497113,0.456077371,-0.219934381,-0.487384987,-2.270646074,719,,19199,,,,,,,,,P
Grant Dayton,-0.858380147,-0.696827065,-0.783817444,-0.040257613,0.583904736,-0.487384987,-2.28276252,720,,11203,,,,,,,,,P
Darin Ruf,-0.669653447,-0.499802676,-0.530760698,-0.607751303,-0.074588632,0.098565768,-2.283990989,721,621,9929,,,,,,,,,
Odubel Herrera,-0.786395927,-0.665388947,-0.679531559,-0.70810229,0.456052067,0.076073141,-2.307293516,722,,11476,,,,,,,,,
Isaac Paredes,-0.771803117,-0.727483798,-0.764543479,-0.646630046,0.651551272,-0.070128939,-2.329038108,723,377,20036,,,,,,,,,
Jake Marisnick,-0.304833197,-0.251423271,-0.417411471,-0.50225619,-0.595919845,-0.283808901,-2.355652875,724,,11339,,,,,,,CF,,
Nick Margevicius,-0.427334997,-0.597065278,-0.341678595,-0.5037469,0.124568098,-0.612925179,-2.358182851,725,,20395,,,,,,,,,P
Dennis Santana,-0.817544291,-0.679477189,-0.533958653,0.306446971,-0.085961195,-0.550155083,-2.360649439,726,,17878,,,,,,,,,P
Kevin Plawecki,-0.742617497,-0.768880366,-0.608688292,-0.630029755,0.437433095,-0.058882625,-2.37166544,727,355,13807,,,,,C,,,,
Riley Smith,-0.40464841,-0.562365526,-0.360961498,-0.306672715,-0.334768541,-0.424614891,-2.394031581,728,,19826,,,,,,,,,P
Austin Brice,-0.573890348,-0.505978429,-0.783817444,-0.456303115,-0.162517301,0.077545874,-2.404960763,729,,17237,,,,,,,,,P
Ranger Suarez,-0.717723308,-0.818276197,-0.546092703,0.222507967,-0.066822168,-0.487384987,-2.413791397,730,,17277,,,,,,,,,P
Tyler Stephenson,-0.545614562,-0.499802676,-0.495339065,-0.523081769,-0.139755034,-0.210707861,-2.414300967,731,,17988,,,,,,,,,
Brian Goodwin,-0.450761297,-0.35491469,-0.459917431,-0.444918564,-0.595919845,-0.109491037,-2.415922864,732,,12858,,,,,,,,,
Kyle Farmer,-0.377797247,-0.458406109,-0.304062244,-0.346980686,-0.19561195,-0.742096188,-2.424954423,733,374,14813,,,,SS,,,,,
Mike Montgomery,-0.672350135,-0.800926321,-0.545543427,0.295498406,-0.219934381,-0.487384987,-2.430640846,734,,4869,,,,,,,,,P
Brad Peacock,-0.92190259,-0.757551631,-0.559683201,0.072877567,0.27768031,-0.550155083,-2.438734628,735,,5401,,,,,,,,,P
Richard Lovelady,-0.791681582,-0.861650887,-0.783817444,0.485273547,-0.066822168,-0.424614891,-2.443313426,736,,19337,,,,,,,,,P
Luis Cessa,-0.416899167,-0.510315898,-0.783817444,-0.405209807,-0.353907567,0.014775779,-2.455374105,737,390,13345,,,,,,,,,P
Ian Kennedy,-0.838869682,-0.744539224,-0.783817444,-0.277476539,0.39251447,-0.236304604,-2.488493024,738,,6986,,,,,,,,,P
Carlos Estevez,-0.495394757,-0.358504483,-0.783817444,-0.74826487,-0.50701978,0.391396353,-2.501604982,739,,14542,,,,,,,,,P
Kyle Crick,-0.47270817,-0.410554111,-0.783817444,-0.386962198,-1.157746685,0.705246831,-2.506541776,740,502,13182,,,,,,,,,P
Ender Inciarte,-0.304833197,-0.768880366,-0.580350985,-0.481038623,0.24193389,-0.66618357,-2.559352851,741,,4922,,,,,,,,,
J.P. Feyereisen,-0.811645778,-0.627427561,-0.783817444,0.28454984,-0.085961195,-0.550155083,-2.574457221,742,,16610,,,,,,,,,P
Devin Smeltzer,-0.322976697,-0.540678181,-0.328627917,-0.912493357,-0.124239248,-0.361844796,-2.590860197,743,,19487,,,,,,,,,P
Braxton Garrett,-0.363812554,-0.406216642,0.135867205,-0.295724149,-0.985495445,-0.675695274,-2.591076859,744,631,21844,,,,,,,,,P
Steve Cishek,-0.850666707,-0.809601259,-0.783817444,0.080176611,-0.009405089,-0.236304604,-2.609618493,745,,6483,,,,,,,,,P
Dan Altavilla,-0.918726468,-0.722851879,-0.783817444,0.456077371,-0.219934381,-0.424614891,-2.613867693,746,,16507,,,,,,,,,P
Nick Tropeano,-0.509006709,-0.471278677,-0.514036648,-0.456303115,-0.239073408,-0.424614891,-2.614313448,747,,12385,,,,,,,,,P
Mitchell White,-1.224541659,-1.147923841,-0.531767414,0.576511595,0.315958364,-0.612925179,-2.624688134,748,,19225,,,,,,,,,P
Michael A. Taylor,-0.261054767,-0.292819838,-0.325315224,-0.392129668,-0.716943162,-0.640879364,-2.629142024,749,,11489,,,,,,,,,
Yoan Lopez,-0.645126231,-0.692489596,-0.783817444,-0.397910764,-0.315629514,0.203086066,-2.631887483,750,,17181,,,,,,,,,P
Sean Hjelle,-0.595215739,-0.792251383,-0.271539949,0.171414659,-0.468741727,-0.675695274,-2.632029414,751,,sa3007989,,,,,,,,,P
Bruce Zimmermann,0.412068717,0.036205197,0.614784078,-1.63144918,-1.52138819,-0.550155083,-2.639934461,752,549,20370,,,,,,,,,P
Robert Stephenson,-0.321615502,-0.072231528,-0.783817444,-1.262847464,-0.928078366,0.705246831,-2.663343473,753,,13594,,,,,,,,,P
Ryan Sherriff,-0.77806963,-0.957075205,-0.783817444,0.058279479,-0.353907567,0.14031597,-2.674274397,754,541,12249,,,,,,,,,P
Francisco Mejia,-0.501836132,-0.417009541,-0.495339065,-0.520550466,-0.270087837,-0.477807814,-2.682630855,755,,16403,,,,,,,,,
Miguel Yajure,-0.612003814,-0.722851879,-0.389461561,-0.22273371,-0.200795355,-0.550155083,-2.698001401,756,,21111,,,,,,,,,P
Junior Guerra,-0.503108197,-0.514653367,-0.783817444,-0.463602159,-0.62185394,0.14031597,-2.746719136,757,,5702,,,,,,,,,P
Kyle Zimmer,-0.471346975,-0.440916394,-0.783817444,-0.328569847,-1.368275977,0.642476736,-2.750449901,758,,14169,,,,,,,,,P
Sal Romano,-0.516720149,-0.54501565,-0.53832285,-0.500097378,-0.487880754,-0.173534509,-2.761571289,759,,13690,,,,,,,,,P
Edward Olivares,-0.516428942,-0.623992379,-0.559098005,-0.583788691,0.130220059,-0.615575158,-2.768663117,760,,19698,,,,,,,,,
Mike Tauchman,-0.691542662,-0.768880366,-0.743290499,-0.716248347,0.120910573,0.025464729,-2.773586573,761,359,15274,,,,,,LF,,RF,
JoJo Romero,-0.613365009,-0.640439968,-0.522831219,-0.215434666,-0.545297833,-0.236304604,-2.7736733,762,,19574,,,,,,,,,P
Jesse Chavez,-0.695036722,-0.748876693,-0.783817444,-0.59863447,0.162846151,-0.110764413,-2.774283591,763,,5448,,,,,,,,,P
Kolby Allard,-0.114260098,-0.310792324,0.339412832,-1.065773279,-0.947217392,-0.675695274,-2.774325535,764,,18694,,,,,,,,,P
Cole Sulser,-0.631514278,-0.540678181,-0.783817444,-0.386962198,-0.545297833,0.077545874,-2.81072406,765,,15256,,,,,,,,,P
Wandy Peralta,-0.850666707,-0.909363046,-0.783817444,0.474324981,-0.4496027,-0.2990747,-2.818199618,766,,14295,,,,,,,,,P
Homer Bailey,-0.091573511,-0.336817138,0.427007382,-1.354085513,-0.794105179,-0.675695274,-2.825269233,767,,8362,,,,,,,,,P
Jonathan Holder,-0.976350399,-0.965750143,-0.783817444,0.102073743,0.220263231,-0.424614891,-2.828195904,768,,16588,,,,,,,,,P
Luis Garcia,-0.440946949,-0.367179421,-0.027922985,-0.449004071,-0.870661286,-0.675695274,-2.831409985,769,,23735,,,,,,,,,P
Brandon Brennan,-0.612003814,-0.610077685,-0.783817444,0.025433782,-0.67927102,-0.173534509,-2.833270689,770,,13527,,,,,,,,,P
Cionel Perez,-1.067096746,-0.983100019,-0.598409401,0.634903946,-0.334768541,-0.487384987,-2.835855748,771,,19614,,,,,,,,,P
Mike Ford,-0.932324027,-0.623992379,-0.792880786,-0.865132915,-0.260778351,0.635577252,-2.839531206,772,382,15585,1B,,,,,,,,
Kent Emanuel,-1.017186255,-1.074186868,-0.510569831,0.145868006,0.162846151,-0.550155083,-2.843383881,773,,sa549399,,,,,,,,,P
Harold Ramirez,-0.873952787,-0.872371785,-0.87080838,-0.837709398,0.856359962,-0.255693116,-2.854175504,774,,14387,,,,,,,,,
Luis Campusano,-0.946916837,-0.851673501,-0.835386746,-0.896046196,0.642241786,0.02265315,-2.865128345,775,,22217,,,,,,,,,
Silvino Bracho,-1.369735815,-1.265035504,-0.783817444,0.37943741,0.717877922,-0.550155083,-2.871428514,776,,15051,,,,,,,,,P
Ben Gamel,-0.698839067,-0.851673501,-0.842471073,-0.680013461,0.316409778,-0.115114194,-2.871701518,777,,12160,,,,,,,,,
Jake Lamb,-0.509132537,-0.35491469,-0.33239955,-0.520120654,-1.13587003,-0.03076684,-2.883204302,778,551,13329,1B,,3B,,,,,,
Touki Toussaint,-0.717723308,-0.536340712,-0.440205157,0.025433782,-0.67927102,-0.550155083,-2.898261498,779,,16929,,,,,,,,,P
Shed Long,-0.312129602,-0.375612974,-0.431580124,-0.392966145,-0.689014705,-0.70273409,-2.90403764,780,,16542,,,,,,,,,
Logan Morrison,-0.852063572,-0.417009541,-0.729121846,-0.775774081,-0.735562134,0.582157262,-2.927373913,781,,9205,,,,,,,,,
Danny Santana,-0.713431877,-0.561897528,-0.644109925,-0.761506582,-0.214230921,-0.044824733,-2.940001567,782,,10322,,,,,,,,,
Cole Tucker,-0.115126667,-0.665388947,-0.396158491,-0.302521674,-0.437658584,-1.026065612,-2.942919975,783,615,17326,,,,,,,CF,RF,
Bernardo Flores Jr.,-0.750845725,-0.991774957,-0.229074543,-0.266527974,-0.162517301,-0.550155083,-2.950895583,784,,19561,,,,,,,,,P
Pedro Strop,-0.952302617,-0.922375453,-0.783817444,0.138568962,-0.219934381,-0.236304604,-2.976165537,785,428,4070,,,,,,,,,P
Josh Harrison,-0.603985802,-0.665388947,-0.601603965,-0.627590411,0.148839031,-0.62963305,-2.979363145,786,379,8202,,2B,3B,,,,,,
Jeffrey Springs,-1.053484794,-0.887675701,-0.783817444,0.233456533,0.048011991,-0.550155083,-2.993664498,787,,17677,,,,,,,,,P
Austin Pruitt,-0.717723308,-0.826951135,-0.736483443,-0.310322237,0.143707124,-0.550155083,-2.997928082,788,,15290,,,,,,,,,P
Josh VanMeter,-0.676949852,-0.644690663,-0.686615885,-0.680604268,-0.298016295,-0.019520527,-3.00639749,789,,15170,,,,,,,,,
